Date,Name of State / UT,Total Confirmed cases (Indian National),Total Confirmed cases ( Foreign National ),Cured/Discharged/Migrated,Latitude,Longitude,Death,Total Confirmed cases
10-04-2020,Manipur,0,0,1,24.6637,93.9063,0,2
10-04-2020,Mizoram,0,0,0,23.1645,92.9376,0,1
10-04-2020,Odisha,0,0,2,20.9517,85.0985,1,44
10-04-2020,Puducherry,0,0,1,11.9416,79.8083,0,5
10-04-2020,Punjab,0,0,4,31.1471,75.3412,8,101
10-04-2020,Rajasthan,0,0,21,27.0238,74.2179,3,463
10-04-2020,Tamil Nadu,0,0,21,11.1271,78.6569,8,834
10-04-2020,Telengana,0,0,35,18.1124,79.0193,7,442
10-04-2020,Tripura,0,0,0,23.9408,91.9882,0,1
10-04-2020,Uttar Pradesh,0,0,31,26.8467,80.9462,4,410
10-04-2020,Uttarakhand,0,0,5,30.0668,79.0193,0,35
10-04-2020,West Bengal,0,0,16,22.9868,87.855,5,116
11-04-2020,Andaman and Nicobar Islands,0,0,0,11.7401,92.6586,0,11
11-04-2020,Andhra Pradesh,0,0,7,15.9129,79.74,6,363
11-04-2020,Arunachal Pradesh,0,0,0,28.218,94.7278,0,1
11-04-2020,Assam,0,0,0,26.2006,92.9376,1,29
11-04-2020,Bihar,0,0,0,25.0961,85.3131,1,60
11-04-2020,Chandigarh,0,0,7,30.7333,76.7794,0,18
11-04-2020,Chhattisgarh,0,0,9,21.2787,81.8661,0,18
11-04-2020,Delhi,0,0,25,28.7041,77.1025,13,903
11-04-2020,Goa,0,0,1,15.2993,74.124,0,7
11-04-2020,Gujarat,0,0,31,22.2587,71.1924,19,308
11-04-2020,Haryana,0,0,29,29.0588,76.0856,3,177
11-04-2020,Himachal Pradesh,0,0,6,31.1048,77.1734,1,28
11-04-2020,Jammu and Kashmir,0,0,6,33.7782,76.5762,4,207
11-04-2020,Jharkhand,0,0,0,23.6102,85.2799,1,14
11-04-2020,Karnataka,0,0,31,15.3173,75.7139,6,207
11-04-2020,Kerala,0,0,123,10.8505,76.2711,2,364
11-04-2020,Ladakh,0,0,10,34.2996,78.2932,0,15
11-04-2020,Madhya Pradesh,0,0,0,22.9734,78.6569,33,435
11-04-2020,Maharashtra,0,0,188,19.7515,75.7139,110,1574
11-04-2020,Manipur,0,0,1,24.6637,93.9063,0,2
11-04-2020,Mizoram,0,0,0,23.1645,92.9376,0,1
11-04-2020,Odisha,0,0,2,20.9517,85.0985,1,48
11-04-2020,Puducherry,0,0,1,11.9416,79.8083,0,5
11-04-2020,Punjab,0,0,5,31.1471,75.3412,11,132
11-04-2020,Rajasthan,0,0,21,27.0238,74.2179,3,553
11-04-2020,Tamil Nadu,0,0,44,11.1271,78.6569,8,911
11-04-2020,Telengana,0,0,43,18.1124,79.0193,7,473
11-04-2020,Tripura,0,0,0,23.9408,91.9882,0,1
11-04-2020,Uttar Pradesh,0,0,32,26.8467,80.9462,4,431
11-04-2020,Uttarakhand,0,0,5,30.0668,79.0193,0,35
11-04-2020,West Bengal,0,0,16,22.9868,87.855,5,116
12-04-2020,Andaman and Nicobar Islands,0,0,10,11.7401,92.6586,0,11
12-04-2020,Andhra Pradesh,0,0,11,15.9129,79.74,6,381
12-04-2020,Arunachal Pradesh,0,0,0,28.218,94.7278,0,1
12-04-2020,Assam,0,0,0,26.2006,92.9376,1,29
12-04-2020,Bihar,0,0,0,25.0961,85.3131,1,63
12-04-2020,Chandigarh,0,0,7,30.7333,76.7794,0,19
12-04-2020,Chhattisgarh,0,0,9,21.2787,81.8661,0,18
12-04-2020,Delhi,0,0,25,28.7041,77.1025,19,1069
12-04-2020,Goa,0,0,5,15.2993,74.124,0,7
12-04-2020,Gujarat,0,0,44,22.2587,71.1924,22,432
12-04-2020,Haryana,0,0,29,29.0588,76.0856,3,177
12-04-2020,Himachal Pradesh,0,0,6,31.1048,77.1734,1,32
12-04-2020,Jammu and Kashmir,0,0,6,33.7782,76.5762,4,207
12-04-2020,Jharkhand,0,0,0,23.6102,85.2799,1,17
12-04-2020,Karnataka,0,0,37,15.3173,75.7139,6,214
12-04-2020,Kerala,0,0,123,10.8505,76.2711,2,364
12-04-2020,Ladakh,0,0,10,34.2996,78.2932,0,15
12-04-2020,Madhya Pradesh,0,0,0,22.9734,78.6569,36,532
12-04-2020,Maharashtra,0,0,208,19.7515,75.7139,127,1761
12-04-2020,Manipur,0,0,1,24.6637,93.9063,0,2
12-04-2020,Mizoram,0,0,0,23.1645,92.9376,0,1
12-04-2020,Odisha,0,0,2,20.9517,85.0985,1,50
12-04-2020,Puducherry,0,0,1,11.9416,79.8083,0,7
12-04-2020,Punjab,0,0,5,31.1471,75.3412,11,151
12-04-2020,Rajasthan,0,0,21,27.0238,74.2179,3,700
12-04-2020,Tamil Nadu,0,0,44,11.1271,78.6569,10,969
12-04-2020,Telengana,0,0,43,18.1124,79.0193,9,504
12-04-2020,Tripura,0,0,0,23.9408,91.9882,0,2
12-04-2020,Uttar Pradesh,0,0,45,26.8467,80.9462,5,452
12-04-2020,Uttarakhand,0,0,5,30.0668,79.0193,0,35
12-04-2020,West Bengal,0,0,19,22.9868,87.855,5,134
13-04-2020,Andaman and Nicobar Islands,0,0,10,11.7401,92.6586,0,11
13-04-2020,Andhra Pradesh,0,0,11,15.9129,79.74,7,427
13-04-2020,Arunachal Pradesh,0,0,0,28.218,94.7278,0,1
13-04-2020,Assam,0,0,0,26.2006,92.9376,1,29
13-04-2020,Bihar,0,0,19,25.0961,85.3131,1,64
13-04-2020,Chandigarh,0,0,7,30.7333,76.7794,0,21
13-04-2020,Chhattisgarh,0,0,10,21.2787,81.8661,0,31
13-04-2020,Delhi,0,0,27,28.7041,77.1025,24,1154
13-04-2020,Goa,0,0,5,15.2993,74.124,0,7
13-04-2020,Gujarat,0,0,44,22.2587,71.1924,25,516
13-04-2020,Haryana,0,0,29,29.0588,76.0856,3,185
13-04-2020,Himachal Pradesh,0,0,13,31.1048,77.1734,1,32
13-04-2020,Jammu and Kashmir,0,0,6,33.7782,76.5762,4,245
13-04-2020,Jharkhand,0,0,0,23.6102,85.2799,2,19
13-04-2020,Karnataka,0,0,57,15.3173,75.7139,6,232
13-04-2020,Kerala,0,0,179,10.8505,76.2711,2,376
13-04-2020,Ladakh,0,0,10,34.2996,78.2932,0,15
13-04-2020,Madhya Pradesh,0,0,0,22.9734,78.6569,36,564
13-04-2020,Maharashtra,0,0,217,19.7515,75.7139,149,1985
13-04-2020,Manipur,0,0,1,24.6637,93.9063,0,2
13-04-2020,Mizoram,0,0,0,23.1645,92.9376,0,1
13-04-2020,Odisha,0,0,12,20.9517,85.0985,1,54
13-04-2020,Puducherry,0,0,1,11.9416,79.8083,0,7
13-04-2020,Punjab,0,0,5,31.1471,75.3412,11,151
13-04-2020,Rajasthan,0,0,21,27.0238,74.2179,3,804
13-04-2020,Tamil Nadu,0,0,50,11.1271,78.6569,11,1043
13-04-2020,Telengana,0,0,43,18.1124,79.0193,9,504
13-04-2020,Tripura,0,0,0,23.9408,91.9882,0,2
13-04-2020,Uttar Pradesh,0,0,46,26.8467,80.9462,5,483
13-04-2020,Uttarakhand,0,0,5,30.0668,79.0193,0,35
13-04-2020,West Bengal,0,0,29,22.9868,87.855,7,152
14-04-2020,Andaman and Nicobar Islands,0,0,10,11.7401,92.6586,0,11
14-04-2020,Andhra Pradesh,0,0,14,15.9129,79.74,9,473
14-04-2020,Arunachal Pradesh,0,0,0,28.218,94.7278,0,1
14-04-2020,Assam,0,0,0,26.2006,92.9376,1,21
14-04-2020,Bihar,0,0,26,25.0961,85.3131,1,66
14-04-2020,Chandigarh,0,0,7,30.7333,76.7794,0,21
14-04-2020,Chhattisgarh,0,0,10,21.2787,81.8661,0,31
14-04-2020,Delhi,0,0,30,28.7041,77.1025,28,1510
14-04-2020,Goa,0,0,5,15.2993,74.124,0,7
14-04-2020,Gujarat,0,0,55,22.2587,71.1924,26,617
14-04-2020,Haryana,0,0,34,29.0588,76.0856,3,199
14-04-2020,Himachal Pradesh,0,0,13,31.1048,77.1734,1,32
14-04-2020,Jammu and Kashmir,0,0,16,33.7782,76.5762,4,270
14-04-2020,Jharkhand,0,0,0,23.6102,85.2799,2,24
14-04-2020,Karnataka,0,0,65,15.3173,75.7139,9,258
14-04-2020,Kerala,0,0,198,10.8505,76.2711,3,379
14-04-2020,Ladakh,0,0,10,34.2996,78.2932,0,15
14-04-2020,Madhya Pradesh,0,0,50,22.9734,78.6569,50,730
14-04-2020,Maharashtra,0,0,229,19.7515,75.7139,160,2337
14-04-2020,Manipur,0,0,1,24.6637,93.9063,0,2
14-04-2020,Meghalaya,0,0,0,25.467,91.3662,0,1
14-04-2020,Mizoram,0,0,0,23.1645,92.9376,0,1
14-04-2020,Odisha,0,0,18,20.9517,85.0985,1,55
14-04-2020,Puducherry,0,0,1,11.9416,79.8083,0,7
14-04-2020,Punjab,0,0,14,31.1471,75.3412,12,176
14-04-2020,Rajasthan,0,0,133,27.0238,74.2179,3,879
14-04-2020,Tamil Nadu,0,0,58,11.1271,78.6569,11,1173
14-04-2020,Telengana,0,0,100,18.1124,79.0193,17,624
14-04-2020,Tripura,0,0,0,23.9408,91.9882,0,2
14-04-2020,Uttar Pradesh,0,0,49,26.8467,80.9462,5,657
14-04-2020,Uttarakhand,0,0,7,30.0668,79.0193,0,35
14-04-2020,West Bengal,0,0,36,22.9868,87.855,7,190
15-04-2020,Andaman and Nicobar Islands,0,0,10,11.7401,92.6586,0,11
15-04-2020,Andhra Pradesh,0,0,16,15.9129,79.74,9,483
15-04-2020,Arunachal Pradesh,0,0,0,28.218,94.7278,0,1
15-04-2020,Assam,0,0,0,26.2006,92.9376,1,32
15-04-2020,Bihar,0,0,29,25.0961,85.3131,1,66
15-04-2020,Chandigarh,0,0,7,30.7333,76.7794,0,21
15-04-2020,Chhattisgarh,0,0,13,21.2787,81.8661,0,33
15-04-2020,Delhi,0,0,30,28.7041,77.1025,30,1561
15-04-2020,Goa,0,0,5,15.2993,74.124,0,7
15-04-2020,Gujarat,0,0,59,22.2587,71.1924,28,650
15-04-2020,Haryana,0,0,34,29.0588,76.0856,3,199
15-04-2020,Himachal Pradesh,0,0,13,31.1048,77.1734,1,33
15-04-2020,Jammu and Kashmir,0,0,30,33.7782,76.5762,4,278
15-04-2020,Jharkhand,0,0,0,23.6102,85.2799,2,27
15-04-2020,Karnataka,0,0,71,15.3173,75.7139,10,260
15-04-2020,Kerala,0,0,211,10.8505,76.2711,3,387
15-04-2020,Ladakh,0,0,10,34.2996,78.2932,0,17
15-04-2020,Madhya Pradesh,0,0,51,22.9734,78.6569,50,730
15-04-2020,Maharashtra,0,0,259,19.7515,75.7139,178,2687
15-04-2020,Manipur,0,0,1,24.6637,93.9063,0,2
15-04-2020,Meghalaya,0,0,0,25.467,91.3662,0,1
15-04-2020,Mizoram,0,0,0,23.1645,92.9376,0,1
15-04-2020,Odisha,0,0,18,20.9517,85.0985,1,60
15-04-2020,Puducherry,0,0,1,11.9416,79.8083,0,7
15-04-2020,Punjab,0,0,14,31.1471,75.3412,12,176
15-04-2020,Rajasthan,0,0,147,27.0238,74.2179,3,969
15-04-2020,Tamil Nadu,0,0,81,11.1271,78.6569,12,1204
15-04-2020,Telengana,0,0,100,18.1124,79.0193,17,624
15-04-2020,Tripura,0,0,0,23.9408,91.9882,0,2
15-04-2020,Uttar Pradesh,0,0,50,26.8467,80.9462,5,660
15-04-2020,Uttarakhand,0,0,9,30.0668,79.0193,0,37
15-04-2020,West Bengal,0,0,37,22.9868,87.855,7,213
16-04-2020,Andaman and Nicobar Islands,0,0,10,11.7401,92.6586,0,11
16-04-2020,Andhra Pradesh,0,0,20,15.9129,79.74,14,525
16-04-2020,Arunachal Pradesh,0,0,0,28.218,94.7278,0,1
16-04-2020,Assam,0,0,0,26.2006,92.9376,1,33
16-04-2020,Bihar,0,0,29,25.0961,85.3131,1,70
16-04-2020,Chandigarh,0,0,7,30.7333,76.7794,0,21
16-04-2020,Chhattisgarh,0,0,17,21.2787,81.8661,0,33
16-04-2020,Delhi,0,0,40,28.7041,77.1025,32,1578
16-04-2020,Goa,0,0,5,15.2993,74.124,0,7
16-04-2020,Gujarat,0,0,64,22.2587,71.1924,33,766
16-04-2020,Haryana,0,0,43,29.0588,76.0856,3,205
16-04-2020,Himachal Pradesh,0,0,16,31.1048,77.1734,1,35
16-04-2020,Jammu and Kashmir,0,0,36,33.7782,76.5762,4,300
16-04-2020,Jharkhand,0,0,0,23.6102,85.2799,2,28
16-04-2020,Karnataka,0,0,80,15.3173,75.7139,12,279
16-04-2020,Kerala,0,0,218,10.8505,76.2711,3,388
16-04-2020,Ladakh,0,0,10,34.2996,78.2932,0,17
16-04-2020,Madhya Pradesh,0,0,64,22.9734,78.6569,53,987
16-04-2020,Maharashtra,0,0,295,19.7515,75.7139,187,2916
16-04-2020,Manipur,0,0,1,24.6637,93.9063,0,2
16-04-2020,Meghalaya,0,0,0,25.467,91.3662,1,7
16-04-2020,Mizoram,0,0,0,23.1645,92.9376,0,1
16-04-2020,Odisha,0,0,18,20.9517,85.0985,1,60
16-04-2020,Puducherry,0,0,1,11.9416,79.8083,0,7
16-04-2020,Punjab,0,0,27,31.1471,75.3412,13,186
16-04-2020,Rajasthan,0,0,147,27.0238,74.2179,3,1023
16-04-2020,Tamil Nadu,0,0,118,11.1271,78.6569,14,1242
16-04-2020,Telengana,0,0,120,18.1124,79.0193,18,647
16-04-2020,Tripura,0,0,1,23.9408,91.9882,0,2
16-04-2020,Uttar Pradesh,0,0,51,26.8467,80.9462,11,735
16-04-2020,Uttarakhand,0,0,9,30.0668,79.0193,0,37
16-04-2020,West Bengal,0,0,42,22.9868,87.855,7,231
17-04-2020,Andaman and Nicobar Islands,0,0,10,11.7401,92.6586,0,11
17-04-2020,Andhra Pradesh,0,0,36,15.9129,79.74,14,572
17-04-2020,Arunachal Pradesh,0,0,0,28.218,94.7278,0,1
17-04-2020,Assam,0,0,5,26.2006,92.9376,1,35
17-04-2020,Bihar,0,0,37,25.0961,85.3131,1,83
17-04-2020,Chandigarh,0,0,9,30.7333,76.7794,0,21
17-04-2020,Chhattisgarh,0,0,23,21.2787,81.8661,0,36
17-04-2020,Delhi,0,0,51,28.7041,77.1025,38,1640
17-04-2020,Goa,0,0,6,15.2993,74.124,0,7
17-04-2020,Gujarat,0,0,74,22.2587,71.1924,38,1021
17-04-2020,Haryana,0,0,43,29.0588,76.0856,3,205
17-04-2020,Himachal Pradesh,0,0,16,31.1048,77.1734,1,35
17-04-2020,Jammu and Kashmir,0,0,38,33.7782,76.5762,4,314
17-04-2020,Jharkhand,0,0,0,23.6102,85.2799,2,29
17-04-2020,Karnataka,0,0,82,15.3173,75.7139,13,353
17-04-2020,Kerala,0,0,245,10.8505,76.2711,3,395
17-04-2020,Ladakh,0,0,14,34.2996,78.2932,0,18
17-04-2020,Madhya Pradesh,0,0,65,22.9734,78.6569,57,1308
17-04-2020,Maharashtra,0,0,300,19.7515,75.7139,194,3205
17-04-2020,Manipur,0,0,1,24.6637,93.9063,0,2
17-04-2020,Meghalaya,0,0,0,25.467,91.3662,1,9
17-04-2020,Mizoram,0,0,0,23.1645,92.9376,0,1
17-04-2020,Odisha,0,0,19,20.9517,85.0985,1,60
17-04-2020,Puducherry,0,0,1,11.9416,79.8083,0,7
17-04-2020,Punjab,0,0,27,31.1471,75.3412,13,186
17-04-2020,Rajasthan,0,0,164,27.0238,74.2179,11,1131
17-04-2020,Tamil Nadu,0,0,180,11.1271,78.6569,15,1267
17-04-2020,Telengana,0,0,186,18.1124,79.0193,18,743
17-04-2020,Tripura,0,0,1,23.9408,91.9882,0,2
17-04-2020,Uttar Pradesh,0,0,74,26.8467,80.9462,14,846
17-04-2020,Uttarakhand,0,0,9,30.0668,79.0193,0,37
17-04-2020,West Bengal,0,0,51,22.9868,87.855,10,255
18-04-2020,Andaman and Nicobar Islands,0,0,11,11.7401,92.6586,0,12
18-04-2020,Andhra Pradesh,0,0,36,15.9129,79.74,14,572
18-04-2020,Arunachal Pradesh,0,0,0,28.218,94.7278,0,1
18-04-2020,Assam,0,0,5,26.2006,92.9376,1,35
18-04-2020,Bihar,0,0,37,25.0961,85.3131,2,83
18-04-2020,Chandigarh,0,0,9,30.7333,76.7794,0,21
18-04-2020,Chhattisgarh,0,0,24,21.2787,81.8661,0,36
18-04-2020,Delhi,0,0,72,28.7041,77.1025,42,1707
18-04-2020,Goa,0,0,6,15.2993,74.124,0,7
18-04-2020,Gujarat,0,0,86,22.2587,71.1924,41,1099
18-04-2020,Haryana,0,0,43,29.0588,76.0856,3,225
18-04-2020,Himachal Pradesh,0,0,16,31.1048,77.1734,1,36
18-04-2020,Jammu and Kashmir,0,0,42,33.7782,76.5762,5,328
18-04-2020,Jharkhand,0,0,0,23.6102,85.2799,2,33
18-04-2020,Karnataka,0,0,89,15.3173,75.7139,13,359
18-04-2020,Kerala,0,0,255,10.8505,76.2711,3,396
18-04-2020,Ladakh,0,0,14,34.2996,78.2932,0,18
18-04-2020,Madhya Pradesh,0,0,69,22.9734,78.6569,69,1310
18-04-2020,Maharashtra,0,0,331,19.7515,75.7139,201,3323
18-04-2020,Manipur,0,0,1,24.6637,93.9063,0,2
18-04-2020,Meghalaya,0,0,0,25.467,91.3662,1,9
18-04-2020,Mizoram,0,0,0,23.1645,92.9376,0,1
18-04-2020,Odisha,0,0,19,20.9517,85.0985,1,60
18-04-2020,Puducherry,0,0,1,11.9416,79.8083,0,7
18-04-2020,Punjab,0,0,27,31.1471,75.3412,13,202
18-04-2020,Rajasthan,0,0,183,27.0238,74.2179,11,1229
18-04-2020,Tamil Nadu,0,0,283,11.1271,78.6569,15,1323
18-04-2020,Telengana,0,0,186,18.1124,79.0193,18,766
18-04-2020,Tripura,0,0,1,23.9408,91.9882,0,2
18-04-2020,Uttar Pradesh,0,0,82,26.8467,80.9462,14,849
18-04-2020,Uttarakhand,0,0,9,30.0668,79.0193,0,40
18-04-2020,West Bengal,0,0,55,22.9868,87.855,10,287
19-04-2020,Andaman and Nicobar Islands,0,0,11,11.7401,92.6586,0,14
19-04-2020,Andhra Pradesh,0,0,42,15.9129,79.74,15,603
19-04-2020,Arunachal Pradesh,0,0,0,28.218,94.7278,0,1
19-04-2020,Assam,0,0,12,26.2006,92.9376,1,35
19-04-2020,Bihar,0,0,37,25.0961,85.3131,2,86
19-04-2020,Chandigarh,0,0,10,30.7333,76.7794,0,23
19-04-2020,Chhattisgarh,0,0,24,21.2787,81.8661,0,36
19-04-2020,Delhi,0,0,72,28.7041,77.1025,42,1893
19-04-2020,Goa,0,0,6,15.2993,74.124,0,7
19-04-2020,Gujarat,0,0,93,22.2587,71.1924,53,1376
19-04-2020,Haryana,0,0,43,29.0588,76.0856,3,225
19-04-2020,Himachal Pradesh,0,0,16,31.1048,77.1734,1,39
19-04-2020,Jammu and Kashmir,0,0,51,33.7782,76.5762,5,341
19-04-2020,Jharkhand,0,0,0,23.6102,85.2799,2,34
19-04-2020,Karnataka,0,0,104,15.3173,75.7139,14,384
19-04-2020,Kerala,0,0,257,10.8505,76.2711,3,400
19-04-2020,Ladakh,0,0,14,34.2996,78.2932,0,18
19-04-2020,Madhya Pradesh,0,0,127,22.9734,78.6569,70,1407
19-04-2020,Maharashtra,0,0,365,19.7515,75.7139,211,3651
19-04-2020,Manipur,0,0,1,24.6637,93.9063,0,2
19-04-2020,Meghalaya,0,0,0,25.467,91.3662,1,11
19-04-2020,Mizoram,0,0,0,23.1645,92.9376,0,1
19-04-2020,Odisha,0,0,24,20.9517,85.0985,1,61
19-04-2020,Puducherry,0,0,3,11.9416,79.8083,0,7
19-04-2020,Punjab,0,0,27,31.1471,75.3412,13,202
19-04-2020,Rajasthan,0,0,183,27.0238,74.2179,11,1351
19-04-2020,Tamil Nadu,0,0,365,11.1271,78.6569,15,1372
19-04-2020,Telengana,0,0,186,18.1124,79.0193,18,809
19-04-2020,Tripura,0,0,1,23.9408,91.9882,0,2
19-04-2020,Uttar Pradesh,0,0,86,26.8467,80.9462,14,969
19-04-2020,Uttarakhand,0,0,9,30.0668,79.0193,0,42
19-04-2020,West Bengal,0,0,62,22.9868,87.855,12,310
20-04-2020,Andaman and Nicobar Islands,0,0,11,11.7401,92.6586,0,15
20-04-2020,Andhra Pradesh,0,0,42,15.9129,79.74,15,646
20-04-2020,Arunachal Pradesh,0,0,0,28.218,94.7278,0,1
20-04-2020,Assam,0,0,17,26.2006,92.9376,1,35
20-04-2020,Bihar,0,0,42,25.0961,85.3131,2,93
20-04-2020,Chandigarh,0,0,13,30.7333,76.7794,0,26
20-04-2020,Chhattisgarh,0,0,25,21.2787,81.8661,0,36
20-04-2020,Delhi,0,0,72,28.7041,77.1025,45,2003
20-04-2020,Goa,0,0,7,15.2993,74.124,0,7
20-04-2020,Gujarat,0,0,105,22.2587,71.1924,63,1743
20-04-2020,Haryana,0,0,87,29.0588,76.0856,3,233
20-04-2020,Himachal Pradesh,0,0,16,31.1048,77.1734,1,39
20-04-2020,Jammu and Kashmir,0,0,56,33.7782,76.5762,5,350
20-04-2020,Jharkhand,0,0,0,23.6102,85.2799,2,42
20-04-2020,Karnataka,0,0,111,15.3173,75.7139,16,390
20-04-2020,Kerala,0,0,270,10.8505,76.2711,3,402
20-04-2020,Ladakh,0,0,14,34.2996,78.2932,0,18
20-04-2020,Madhya Pradesh,0,0,127,22.9734,78.6569,70,1407
20-04-2020,Maharashtra,0,0,507,19.7515,75.7139,223,4203
20-04-2020,Manipur,0,0,1,24.6637,93.9063,0,2
20-04-2020,Meghalaya,0,0,0,25.467,91.3662,1,11
20-04-2020,Mizoram,0,0,0,23.1645,92.9376,0,1
20-04-2020,Odisha,0,0,24,20.9517,85.0985,1,68
20-04-2020,Puducherry,0,0,3,11.9416,79.8083,0,7
20-04-2020,Punjab,0,0,31,31.1471,75.3412,16,219
20-04-2020,Rajasthan,0,0,183,27.0238,74.2179,14,1478
20-04-2020,Tamil Nadu,0,0,411,11.1271,78.6569,15,1477
20-04-2020,Telengana,0,0,186,18.1124,79.0193,18,844
20-04-2020,Tripura,0,0,1,23.9408,91.9882,0,2
20-04-2020,Uttar Pradesh,0,0,108,26.8467,80.9462,17,1084
20-04-2020,Uttarakhand,0,0,11,30.0668,79.0193,0,44
20-04-2020,West Bengal,0,0,66,22.9868,87.855,12,339
21-04-2020,Andaman and Nicobar Islands,0,0,11,11.7401,92.6586,0,16
21-04-2020,Andhra Pradesh,0,0,92,15.9129,79.74,20,722
21-04-2020,Arunachal Pradesh,0,0,0,28.218,94.7278,0,1
21-04-2020,Assam,0,0,19,26.2006,92.9376,1,35
21-04-2020,Bihar,0,0,42,25.0961,85.3131,2,113
21-04-2020,Chandigarh,0,0,13,30.7333,76.7794,0,26
21-04-2020,Chhattisgarh,0,0,25,21.2787,81.8661,0,36
21-04-2020,Delhi,0,0,431,28.7041,77.1025,47,2081
21-04-2020,Goa,0,0,7,15.2993,74.124,0,7
21-04-2020,Gujarat,0,0,131,22.2587,71.1924,71,1939
21-04-2020,Haryana,0,0,127,29.0588,76.0856,3,254
21-04-2020,Himachal Pradesh,0,0,16,31.1048,77.1734,1,39
21-04-2020,Jammu and Kashmir,0,0,71,33.7782,76.5762,5,368
21-04-2020,Jharkhand,0,0,0,23.6102,85.2799,2,46
21-04-2020,Karnataka,0,0,112,15.3173,75.7139,16,408
21-04-2020,Kerala,0,0,291,10.8505,76.2711,3,408
21-04-2020,Ladakh,0,0,14,34.2996,78.2932,0,18
21-04-2020,Madhya Pradesh,0,0,127,22.9734,78.6569,74,1485
21-04-2020,Maharashtra,0,0,572,19.7515,75.7139,232,4666
21-04-2020,Manipur,0,0,2,24.6637,93.9063,0,2
21-04-2020,Meghalaya,0,0,0,25.467,91.3662,1,11
21-04-2020,Mizoram,0,0,0,23.1645,92.9376,0,1
21-04-2020,Odisha,0,0,24,20.9517,85.0985,1,74
21-04-2020,Puducherry,0,0,3,11.9416,79.8083,0,7
21-04-2020,Punjab,0,0,38,31.1471,75.3412,16,245
21-04-2020,Rajasthan,0,0,205,27.0238,74.2179,25,1576
21-04-2020,Tamil Nadu,0,0,457,11.1271,78.6569,17,1520
21-04-2020,Telengana,0,0,190,18.1124,79.0193,23,873
21-04-2020,Tripura,0,0,1,23.9408,91.9882,0,2
21-04-2020,Uttar Pradesh,0,0,140,26.8467,80.9462,18,1184
21-04-2020,Uttarakhand,0,0,18,30.0668,79.0193,0,46
21-04-2020,West Bengal,0,0,73,22.9868,87.855,12,392
22-04-2020,Andaman and Nicobar Islands,0,0,11,11.7401,92.6586,0,16
22-04-2020,Andhra Pradesh,0,0,96,15.9129,79.74,22,757
22-04-2020,Arunachal Pradesh,0,0,1,28.218,94.7278,0,1
22-04-2020,Assam,0,0,19,26.2006,92.9376,1,35
22-04-2020,Bihar,0,0,42,25.0961,85.3131,2,126
22-04-2020,Chandigarh,0,0,14,30.7333,76.7794,0,27
22-04-2020,Chhattisgarh,0,0,26,21.2787,81.8661,0,36
22-04-2020,Delhi,0,0,611,28.7041,77.1025,47,2156
22-04-2020,Goa,0,0,7,15.2993,74.124,0,7
22-04-2020,Gujarat,0,0,139,22.2587,71.1924,90,2178
22-04-2020,Haryana,0,0,127,29.0588,76.0856,3,254
22-04-2020,Himachal Pradesh,0,0,16,31.1048,77.1734,1,39
22-04-2020,Jammu and Kashmir,0,0,81,33.7782,76.5762,5,380
22-04-2020,Jharkhand,0,0,0,23.6102,85.2799,3,45
22-04-2020,Karnataka,0,0,129,15.3173,75.7139,17,418
22-04-2020,Kerala,0,0,307,10.8505,76.2711,3,427
22-04-2020,Ladakh,0,0,14,34.2996,78.2932,0,18
22-04-2020,Madhya Pradesh,0,0,148,22.9734,78.6569,76,1552
22-04-2020,Maharashtra,0,0,722,19.7515,75.7139,251,5218
22-04-2020,Manipur,0,0,2,24.6637,93.9063,0,2
22-04-2020,Meghalaya,0,0,0,25.467,91.3662,1,12
22-04-2020,Mizoram,0,0,0,23.1645,92.9376,0,1
22-04-2020,Odisha,0,0,24,20.9517,85.0985,1,79
22-04-2020,Puducherry,0,0,3,11.9416,79.8083,0,7
22-04-2020,Punjab,0,0,39,31.1471,75.3412,16,245
22-04-2020,Rajasthan,0,0,230,27.0238,74.2179,25,1659
22-04-2020,Tamil Nadu,0,0,635,11.1271,78.6569,18,1596
22-04-2020,Telengana,0,0,194,18.1124,79.0193,23,928
22-04-2020,Tripura,0,0,1,23.9408,91.9882,0,2
22-04-2020,Uttar Pradesh,0,0,140,26.8467,80.9462,20,1294
22-04-2020,Uttarakhand,0,0,19,30.0668,79.0193,0,46
22-04-2020,West Bengal,0,0,73,22.9868,87.855,15,423
23-04-2020,Andaman and Nicobar Islands,0,0,11,11.7401,92.6586,0,18
23-04-2020,Andhra Pradesh,0,0,120,15.9129,79.74,24,813
23-04-2020,Arunachal Pradesh,0,0,1,28.218,94.7278,0,1
23-04-2020,Assam,0,0,19,26.2006,92.9376,1,35
23-04-2020,Bihar,0,0,46,25.0961,85.3131,2,143
23-04-2020,Chandigarh,0,0,14,30.7333,76.7794,0,27
23-04-2020,Chhattisgarh,0,0,26,21.2787,81.8661,0,36
23-04-2020,Delhi,0,0,724,28.7041,77.1025,48,2248
23-04-2020,Goa,0,0,7,15.2993,74.124,0,7
23-04-2020,Gujarat,0,0,179,22.2587,71.1924,103,2407
23-04-2020,Haryana,0,0,140,29.0588,76.0856,3,262
23-04-2020,Himachal Pradesh,0,0,18,31.1048,77.1734,1,40
23-04-2020,Jammu and Kashmir,0,0,92,33.7782,76.5762,5,407
23-04-2020,Jharkhand,0,0,8,23.6102,85.2799,3,49
23-04-2020,Karnataka,0,0,131,15.3173,75.7139,17,427
